"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"74","Totale","5","3","7","10","4","6","7","7","1","11","7","7","17","4","10","5","5","9"
"75","Maschi","3","1","0","4","5","3","2","2","3","0","9","1","3","9","3","4","3","5"
"75","Femmine","1","4","3","3","4","1","5","4","4","1","1","6","4","7","1","6","2","1"
"75","Totale","4","5","3","7","9","4","7","6","7","1","10","7","7","16","4","10","5","6"
"76","Maschi","2","3","1","0","4","5","2","2","2","2","0","9","1","3","8","3","5","4"
"76","Femmine","3","1","4","3","3","3","1","4","4","3","1","0","5","5","7","1","6","2"
"76","Totale","5","4","5","3","7","8","3","6","6","5","1","9","6","8","15","4","11","6"
"77","Maschi","0","2","3","0","0","4","5","2","2","2","3","0","9","1","3","7","3","4"
"77","Femmine","2","3","1","4","3","3","3","1","4","4","3","1","1","4","5","7","1","6"
"77","Totale","2","5","4","4","3","7","8","3","6","6","6","1","10","5","8","14","4","10"
"78","Maschi","3","0","3","3","0","0","4","4","2","2","2","3","0","9","1","3","7","2"
"78","Femmine","1","2","3","1","3","3","3","3","1","4","4","3","1","1","4","3","6","1"
"78","Totale","4","2","6","4","3","3","7","7","3","6","6","6","1","10","5","6","13","3"
"79","Maschi","2","3","0","3","3","0","0","3","4","2","2","2","3","0","8","1","3","7"
"79","Femmine","0","1","2","3","1","3","3","3","3","1","4","4","3","0","0","4","3","6"
"79","Totale","2","4","2","6","4","3","3","6","7","3","6","6","6","0","8","5","6","13"
"80","Maschi","2","2","2","0","3","2","0","0","2","4","2","2","2","3","0","8","1","3"
"80","Femmine","1","0","1","2","3","1","3","3","3","3","1","4","4","3","0","0","4","3"
"80","Totale","3","2","3","2","6","3","3","3","5","7","3","6","6","6","0","8","5","6"
"81","Maschi","0","2","2","1","0","2","2","0","0","2","4","2","2","2","2","0","8","1"
"81","Femmine","0","1","0","1","2","3","1","3","2","3","3","1","4","3","3","0","0","4"
"81","Totale","0","3","2","2","2","5","3","3","2","5","7","3","6","5","5","0","8","5"
"82","Maschi","1","0","2","2","2","0","2","2","0","0","2","4","2","2","2","1","0","8"
"82","Femmine","1","0","3","0","1","2","3","0","3","2","3","2","1","4","2","3","1","0"
"82","Totale","2","0","5","2","3","2","5","2","3","2","5","6","3","6","4","4","1","8"
"83","Maschi","0","1","0","1","2","2","0","0","2","0","1","2","4","2","2","2","1","0"
"83","Femmine","2","1","0","3","0","1","2","2","0","3","2","3","2","1","4","2","3","1"
"83","Totale","2","2","0","4","2","3","2","2","2","3","3","5","6","3","6","4","4","1"
"84","Maschi","1","0","0","0","1","2","2","0","0","2","0","1","2","4","2","2","2","1"
"84","Femmine","0","2","1","0","3","0","1","2","2","0","3","2","3","2","1","4","2","3"
"84","Totale","1","2","1","0","4","2","3","2","2","2","3","3","5","6","3","6","4","4"
"85","Maschi","0","1","0","0","0","1","1","2","0","0","2","0","0","2","4","2","2","2"
"85","Femmine","0","0","2","2","0","3","0","1","2","1","0","3","2","3","2","1","4","2"
"85","Totale","0","1","2","2","0","4","1","3","2","1","2","3","2","5","6","3","6","4"
"86","Maschi","0","0","1","0","0","0","1","1","1","0","0","1","0","0","2","4","2","2"
"86","Femmine","2","0","0","2","2","0","1","0","1","2","1","0","2","2","3","2","1","4"
"86","Totale","2","0","1","2","2","0","2","1","2","2","1","1","2","2","5","6","3","6"
"87","Maschi","2","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","4","1"
"87","Femmine","2","2","0","0","1","2","0","0","0","1","1","1","0","2","1","3","2","1"
"87","Totale","4","2","0","1","1","2","0","1","0","1","1","1","1","2","1","4","6","2"
"88","Maschi","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","4"
"88","Femmine","2","2","2","0","0","1","1","0","0","0","1","1","1","0","2","1","1","1"
"88","Totale","3","4","2","0","0","1","1","0","1","0","1","1","1","1","2","1","2","5"
"89","Maschi","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1"
"89","Femmine","0","1","2","1","0","0","1","1","0","0","0","0","1","1","0","2","1","1"
"89","Totale","0","2","4","1","0","0","1","1","0","1","0","0","1","1","1","2","1","2"
"90","Maschi","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"90","Femmine","1","0","1","2","1","0","0","1","1","0","0","0","0","1","1","0","2","1"
"90","Totale","2","0","2","4","1","0","0","1","1","0","1","0","0","1","1","1","2","1"
"91","Maschi","0","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0"
"91","Femmine","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","2"
"91","Totale","1","1","0","2","3","0","0","0","1","0","0","1","0","0","1","1","1","2"
"92","Maschi","0","0","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1"
"92","Femmine","0","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","1","0"
"92","Totale","0","0","1","0","2","2","0","0","2","1","0","0","1","0","0","0","1","1"
"93","Maschi","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
"93","Femmine","0","0","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","1"
"93","Totale","0","0","0","1","0","2","1","0","0","2","1","0","0","1","0","0","0","1"
"94","Maschi","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0"
"94","Femmine","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0"
"94","Totale","1","0","0","0","1","0","2","1","0","0","1","1","0","0","1","0","0","0"
"95","Maschi","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0"
