"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"85","Totale","3","3","3","3","3","5","5","4","4","3","7","7","4","5","5","8","10","4"
"86","Maschi","3","2","1","0","1","1","2","1","1","0","0","3","3","0","3","1","3","5"
"86","Femmine","8","1","2","3","2","0","2","3","2","3","2","3","4","2","2","4","4","4"
"86","Totale","11","3","3","3","3","1","4","4","3","3","2","6","7","2","5","5","7","9"
"87","Maschi","0","3","2","0","0","1","0","2","1","0","0","0","3","3","0","3","1","3"
"87","Femmine","1","9","1","2","2","2","0","1","3","1","2","2","3","4","2","2","4","3"
"87","Totale","1","12","3","2","2","3","0","3","4","1","2","2","6","7","2","5","5","6"
"88","Maschi","0","0","3","2","0","0","0","0","1","1","0","0","0","2","2","0","3","1"
"88","Femmine","4","0","8","1","2","2","2","1","1","3","1","2","2","2","3","3","2","3"
"88","Totale","4","0","11","3","2","2","2","1","2","4","1","2","2","4","5","3","5","4"
"89","Maschi","1","0","0","3","2","0","0","0","0","0","1","0","0","0","2","1","0","2"
"89","Femmine","2","2","0","7","1","2","2","2","1","1","3","1","2","2","2","3","2","2"
"89","Totale","3","2","0","10","3","2","2","2","1","1","4","1","2","2","4","4","2","4"
"90","Maschi","0","0","0","1","3","2","0","0","0","0","0","1","0","0","0","2","0","0"
"90","Femmine","1","2","2","0","6","1","1","2","2","0","1","3","1","0","1","2","2","2"
"90","Totale","1","2","2","1","9","3","1","2","2","0","1","4","1","0","1","4","2","2"
"91","Maschi","0","0","0","0","1","2","2","0","0","0","0","0","1","0","0","0","1","0"
"91","Femmine","1","1","2","1","0","4","1","0","2","1","0","1","2","1","0","2","2","0"
"91","Totale","1","1","2","1","1","6","3","0","2","1","0","1","3","1","0","2","3","0"
"92","Maschi","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","1"
"92","Femmine","0","1","1","2","1","0","3","1","0","1","1","0","1","2","1","0","2","2"
"92","Totale","0","1","1","2","1","1","5","3","0","1","1","0","1","2","1","0","2","3"
"93","Maschi","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"93","Femmine","1","0","1","1","2","1","0","3","1","0","1","0","0","1","2","1","0","2"
"93","Totale","1","0","1","1","2","1","1","5","1","0","1","0","0","1","2","1","0","2"
"94","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Femmine","1","0","0","1","0","0","1","0","3","0","0","1","0","0","0","2","1","0"
"94","Totale","1","0","0","1","0","0","1","0","3","0","0","1","0","0","0","2","1","0"
"95","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Femmine","0","1","0","0","1","0","0","1","0","2","0","0","1","0","0","0","2","0"
"95","Totale","0","1","0","0","1","0","0","1","0","2","0","0","1","0","0","0","2","0"
"96","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Femmine","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","2"
"96","Totale","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","2"
"97","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Femmine","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0"
"97","Totale","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0"
"98","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Femmine","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"98","Totale","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"99","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Femmine","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"99","Totale","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"100 e oltre","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Femmine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Totale","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Totale","Maschi","504","516","533","547","563","555","552","560","567","574","568","566","544","531","541","556","549","550"
